File,Run,Module,latency:stats:count,latency:stats:mean
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[0],268,15.3306
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[1],255,15.3748
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[2],253,15.3764
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[3],254,15.4362
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[4],262,15.357
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[5],249,15.3844
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[6],247,15.3658
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[7],256,15.3618
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[8],248,15.3156
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[9],247,15.3783
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[10],248,15.3533
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[11],254,15.3617
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[12],248,15.3878
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[13],262,15.3579
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[14],238,15.3698
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[15],257,15.3307
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[16],255,15.4249
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[17],256,15.3829
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[18],250,15.3924
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[19],239,15.3397
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[20],255,15.4026
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[21],266,15.348
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[22],235,15.3789
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[23],255,15.399
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[24],244,15.3888
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[25],249,15.3572
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[26],248,15.3729
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[27],263,15.4289
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[28],261,15.3908
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[29],249,15.3696
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[30],247,15.391
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[31],257,15.3717
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[32],258,15.3657
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[33],251,15.3578
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[34],250,15.3877
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[35],244,15.3515
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[36],249,15.3782
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[37],252,15.3427
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[38],251,15.3945
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[39],256,15.3491
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[40],245,15.3741
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[41],261,15.3722
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[42],247,15.3946
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[43],249,15.393
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[44],245,15.3822
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[45],253,15.3882
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[46],251,15.3756
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[47],242,15.3928
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[48],256,15.3399
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[49],255,15.3697
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[50],248,15.434
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[51],263,15.3621
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[52],253,15.3979
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[53],258,15.3679
no_crypt-Owner-300-0.sca,Owner-300-0-20110905-21:04:23-5011,UCACnet.owner[54],257,15.3664
