"File","nocrypt-Owner-200-0.sca",
"UCACnet.owner[54]",200,7.70722
"UCACnet.owner[55]",201,7.73015
"UCACnet.owner[56]",203,7.70003
"UCACnet.owner[57]",202,7.68268
"UCACnet.owner[58]",206,7.68874
"UCACnet.owner[59]",194,7.63342
"UCACnet.owner[60]",201,7.67327
"UCACnet.owner[61]",196,7.7603
"UCACnet.owner[62]",209,7.68452
"UCACnet.owner[63]",198,7.75777
"UCACnet.owner[64]",191,7.73839
"UCACnet.owner[65]",182,7.74587
"UCACnet.owner[66]",213,7.69582
"UCACnet.owner[67]",202,7.71692
"UCACnet.owner[68]",192,7.66983
"UCACnet.owner[69]",215,7.74431
"UCACnet.owner[70]",210,7.7032
"UCACnet.owner[71]",188,7.7095
"UCACnet.owner[72]",196,7.71102
"UCACnet.owner[73]",201,7.77401
"UCACnet.owner[74]",198,7.73795
"UCACnet.owner[75]",189,7.75558
"UCACnet.owner[76]",206,7.70236
"UCACnet.owner[77]",196,7.66794
"UCACnet.owner[78]",192,7.69005
"UCACnet.owner[79]",183,7.755
"UCACnet.owner[80]",201,7.6803
"UCACnet.owner[81]",192,7.66848
"UCACnet.owner[82]",205,7.67499
"UCACnet.owner[83]",214,7.72737
"UCACnet.owner[84]",199,7.69973
"UCACnet.owner[85]",186,7.72541
"UCACnet.owner[86]",190,7.74578
"UCACnet.owner[87]",202,7.68457
"UCACnet.owner[88]",214,7.72898
"UCACnet.owner[89]",208,7.75266
"UCACnet.owner[90]",191,7.77292
"UCACnet.owner[91]",195,7.77024
"UCACnet.owner[92]",201,7.69019
"UCACnet.owner[93]",202,7.70467
"UCACnet.owner[94]",198,7.73443
"UCACnet.owner[95]",205,7.71152
"UCACnet.owner[96]",185,7.78248
"UCACnet.owner[97]",184,7.69745
"UCACnet.owner[98]",208,7.68342
"UCACnet.owner[99]",188,7.7063
"UCACnet.owner[100]",188,7.76272
"UCACnet.owner[101]",193,7.70898
"UCACnet.owner[102]",187,7.70672
"UCACnet.owner[103]",200,7.73234
"UCACnet.owner[104]",196,7.69182
"UCACnet.owner[105]",181,7.69179
"UCACnet.owner[106]",198,7.78357
"UCACnet.owner[107]",209,7.74214
"UCACnet.owner[108]",190,7.67853
"UCACnet.owner[109]",196,7.69214
"UCACnet.owner[110]",200,7.7253
"UCACnet.owner[111]",180,7.66228
"UCACnet.owner[112]",196,7.67254
"UCACnet.owner[113]",194,7.74396
"UCACnet.owner[114]",200,7.80842
"UCACnet.owner[115]",200,7.73422
"UCACnet.owner[116]",190,7.72142
"UCACnet.owner[117]",197,7.75134
"UCACnet.owner[118]",186,7.74322
"UCACnet.owner[119]",191,7.7361
"UCACnet.owner[120]",188,7.75407
"UCACnet.owner[121]",201,7.69609
"UCACnet.owner[122]",194,7.76418
"UCACnet.owner[123]",189,7.77357
"UCACnet.owner[124]",195,7.76837
"UCACnet.owner[125]",189,7.75866
"UCACnet.owner[126]",204,7.73325
"UCACnet.owner[127]",192,7.79905
"UCACnet.owner[128]",199,7.7022
"UCACnet.owner[129]",202,7.73506
"UCACnet.owner[130]",197,7.71388
"UCACnet.owner[131]",201,7.61957
"UCACnet.owner[132]",201,7.73963
"UCACnet.owner[133]",192,7.73476
"UCACnet.owner[134]",185,7.7252
"UCACnet.owner[135]",210,7.67344
"UCACnet.owner[136]",188,7.68709
"UCACnet.owner[137]",200,7.68432
"UCACnet.owner[138]",201,7.70147
"UCACnet.owner[139]",188,7.7737
"UCACnet.owner[140]",188,7.71778
"UCACnet.owner[141]",196,7.71026
"UCACnet.owner[142]",192,7.70727
"UCACnet.owner[143]",197,7.74238
"UCACnet.owner[144]",199,7.73404
"UCACnet.owner[145]",178,7.71474
"UCACnet.owner[146]",185,7.71411
"UCACnet.owner[147]",201,7.72195
"UCACnet.owner[148]",200,7.72131
"UCACnet.owner[149]",197,7.69644
"UCACnet.owner[150]",212,7.71532
"UCACnet.owner[151]",203,7.7321
"UCACnet.owner[152]",212,7.71621
"UCACnet.owner[153]",186,7.69378
"UCACnet.owner[154]",195,7.76168
"UCACnet.owner[155]",196,7.70387
"UCACnet.owner[156]",184,7.68565
"UCACnet.owner[157]",195,7.63225
"UCACnet.owner[158]",203,7.71299
"UCACnet.owner[159]",198,7.73356
"UCACnet.owner[160]",204,7.71152
"UCACnet.owner[161]",198,7.75741
"UCACnet.owner[162]",191,7.75215
"UCACnet.owner[163]",188,7.68999
"UCACnet.owner[164]",196,7.70841
"UCACnet.owner[165]",195,7.66165
"UCACnet.owner[166]",199,7.74981
"UCACnet.owner[167]",190,7.7817
"UCACnet.owner[168]",207,7.73869
"UCACnet.owner[169]",196,7.74051
"UCACnet.owner[170]",202,7.72921
"UCACnet.owner[171]",188,7.71025
"UCACnet.owner[172]",193,7.72143
"UCACnet.owner[173]",199,7.78782
"UCACnet.owner[174]",200,7.72904
"UCACnet.owner[175]",188,7.78462
"UCACnet.owner[176]",191,7.69891
"UCACnet.owner[177]",191,7.74126
"UCACnet.owner[178]",203,7.71477
"UCACnet.owner[179]",196,7.69543
"UCACnet.owner[180]",197,7.7078
"UCACnet.owner[181]",200,7.75422
"UCACnet.owner[182]",187,7.68933
"UCACnet.owner[183]",199,7.66347
"UCACnet.owner[184]",213,7.72552
"UCACnet.owner[185]",194,7.73414
"UCACnet.owner[186]",190,7.74185
"UCACnet.owner[187]",194,7.71732
"UCACnet.owner[188]",185,7.71254
"UCACnet.owner[189]",203,7.75063
"UCACnet.owner[190]",202,7.73386
"UCACnet.owner[191]",192,7.75515
"UCACnet.owner[192]",200,7.67451
"UCACnet.owner[193]",207,7.70083
"UCACnet.owner[194]",184,7.69224
"UCACnet.owner[195]",191,7.70073
"UCACnet.owner[196]",195,7.76119
"UCACnet.owner[197]",208,7.75408
"UCACnet.owner[198]",192,7.72593
"UCACnet.owner[199]",188,7.78076
"Average",196.82,7.7213346
