"File","nocrypt-Owner-500-0.sca",
"UCACnet.owner[143]",208,31.6703
"UCACnet.owner[144]",199,31.6679
"UCACnet.owner[145]",214,31.6301
"UCACnet.owner[146]",209,31.7087
"UCACnet.owner[147]",209,31.7147
"UCACnet.owner[148]",211,31.7018
"UCACnet.owner[149]",209,31.6043
"UCACnet.owner[150]",209,31.6431
"UCACnet.owner[151]",210,31.7183
"UCACnet.owner[152]",209,31.6957
"UCACnet.owner[153]",204,31.6921
"UCACnet.owner[154]",207,31.6612
"UCACnet.owner[155]",200,31.6792
"UCACnet.owner[156]",209,31.6727
"UCACnet.owner[157]",209,31.735
"UCACnet.owner[158]",208,31.6468
"UCACnet.owner[159]",209,31.7118
"UCACnet.owner[160]",207,31.6633
"UCACnet.owner[161]",208,31.6991
"UCACnet.owner[162]",208,31.6742
"UCACnet.owner[163]",209,31.6943
"UCACnet.owner[164]",211,31.5861
"UCACnet.owner[165]",206,31.6474
"UCACnet.owner[166]",204,31.6965
"UCACnet.owner[167]",214,31.6739
"UCACnet.owner[168]",208,31.6321
"UCACnet.owner[169]",209,31.6589
"UCACnet.owner[170]",210,31.6626
"UCACnet.owner[171]",209,31.6751
"UCACnet.owner[172]",215,31.6682
"UCACnet.owner[173]",210,31.7126
"UCACnet.owner[174]",212,31.6123
"UCACnet.owner[175]",204,31.6476
"UCACnet.owner[176]",210,31.6683
"UCACnet.owner[177]",209,31.6337
"UCACnet.owner[178]",202,31.7168
"UCACnet.owner[179]",214,31.7022
"UCACnet.owner[180]",209,31.6854
"UCACnet.owner[181]",210,31.5542
"UCACnet.owner[182]",211,31.6767
"UCACnet.owner[183]",204,31.6513
"UCACnet.owner[184]",208,31.6285
"UCACnet.owner[185]",215,31.6339
"UCACnet.owner[186]",210,31.6978
"UCACnet.owner[187]",207,31.7204
"UCACnet.owner[188]",207,31.6385
"UCACnet.owner[189]",207,31.647
"UCACnet.owner[190]",212,31.6886
"UCACnet.owner[191]",215,31.6704
"UCACnet.owner[192]",208,31.713
"UCACnet.owner[193]",204,31.6774
"UCACnet.owner[194]",208,31.607
"UCACnet.owner[195]",211,31.6291
"UCACnet.owner[196]",209,31.6896
"UCACnet.owner[197]",211,31.6732
"UCACnet.owner[198]",206,31.5803
"UCACnet.owner[199]",207,31.6618
"UCACnet.owner[200]",215,31.6804
"UCACnet.owner[201]",206,31.7161
"UCACnet.owner[202]",215,31.6717
"UCACnet.owner[203]",213,31.7368
"UCACnet.owner[204]",211,31.7126
"UCACnet.owner[205]",208,31.6878
"UCACnet.owner[206]",210,31.6599
"UCACnet.owner[207]",216,31.6911
"UCACnet.owner[208]",211,31.6603
"UCACnet.owner[209]",210,31.7232
"UCACnet.owner[210]",208,31.6411
"UCACnet.owner[211]",204,31.7153
"UCACnet.owner[212]",214,31.7003
"UCACnet.owner[213]",204,31.6653
"UCACnet.owner[214]",207,31.7586
"UCACnet.owner[215]",200,31.6425
"UCACnet.owner[216]",210,31.6449
"UCACnet.owner[217]",214,31.6644
"UCACnet.owner[218]",201,31.711
"UCACnet.owner[219]",207,31.6978
"UCACnet.owner[220]",207,31.659
"UCACnet.owner[221]",207,31.6908
"UCACnet.owner[222]",208,31.688
"UCACnet.owner[223]",205,31.6728
"UCACnet.owner[224]",211,31.6704
"UCACnet.owner[225]",210,31.6167
"UCACnet.owner[226]",204,31.6163
"UCACnet.owner[227]",203,31.6787
"UCACnet.owner[228]",207,31.6691
"UCACnet.owner[229]",206,31.67
"UCACnet.owner[230]",209,31.6768
"UCACnet.owner[231]",207,31.7307
"UCACnet.owner[232]",206,31.6795
"UCACnet.owner[233]",215,31.6433
"UCACnet.owner[234]",210,31.6949
"UCACnet.owner[235]",208,31.6619
"UCACnet.owner[236]",203,31.6828
"UCACnet.owner[237]",206,31.6478
"UCACnet.owner[238]",212,31.7209
"UCACnet.owner[239]",206,31.7281
"UCACnet.owner[240]",209,31.6649
"UCACnet.owner[241]",209,31.6819
"UCACnet.owner[242]",212,31.6558
"UCACnet.owner[243]",208,31.6807
"UCACnet.owner[244]",207,31.668
"UCACnet.owner[245]",204,31.6531
"UCACnet.owner[246]",208,31.6796
"UCACnet.owner[247]",207,31.6793
"UCACnet.owner[248]",211,31.7299
"UCACnet.owner[249]",208,31.6695
"UCACnet.owner[250]",212,31.6895
"UCACnet.owner[251]",211,31.6797
"UCACnet.owner[252]",207,31.6086
"UCACnet.owner[253]",209,31.681
"UCACnet.owner[254]",201,31.7079
"UCACnet.owner[255]",204,31.7073
"UCACnet.owner[256]",207,31.6886
"UCACnet.owner[257]",212,31.6791
"UCACnet.owner[258]",207,31.6704
"UCACnet.owner[259]",211,31.6966
"UCACnet.owner[260]",210,31.7337
"UCACnet.owner[261]",203,31.6759
"UCACnet.owner[262]",210,31.7007
"UCACnet.owner[263]",209,31.6852
"UCACnet.owner[264]",206,31.6586
"UCACnet.owner[265]",211,31.6467
"UCACnet.owner[266]",205,31.7046
"UCACnet.owner[267]",211,31.6409
"UCACnet.owner[268]",213,31.6854
"UCACnet.owner[269]",215,31.6644
"UCACnet.owner[270]",210,31.6393
"UCACnet.owner[271]",211,31.6972
"UCACnet.owner[272]",213,31.6819
"UCACnet.owner[273]",212,31.5634
"UCACnet.owner[274]",205,31.6854
"UCACnet.owner[275]",208,31.6503
"UCACnet.owner[276]",212,31.7083
"UCACnet.owner[277]",212,31.6873
"UCACnet.owner[278]",210,31.641
"UCACnet.owner[279]",203,31.6846
"UCACnet.owner[280]",202,31.6833
"UCACnet.owner[281]",205,31.6847
"UCACnet.owner[282]",205,31.6784
"UCACnet.owner[283]",217,31.6604
"UCACnet.owner[284]",208,31.6692
"UCACnet.owner[285]",211,31.7037
"UCACnet.owner[286]",210,31.7314
"UCACnet.owner[287]",217,31.648
"UCACnet.owner[288]",205,31.7149
"UCACnet.owner[289]",212,31.6824
"UCACnet.owner[290]",207,31.6832
"UCACnet.owner[291]",208,31.6803
"UCACnet.owner[292]",210,31.5893
"UCACnet.owner[293]",218,31.5981
"UCACnet.owner[294]",212,31.7073
"UCACnet.owner[295]",207,31.6874
"UCACnet.owner[296]",210,31.6888
"UCACnet.owner[297]",204,31.7112
"UCACnet.owner[298]",211,31.6588
"UCACnet.owner[299]",213,31.6777
"UCACnet.owner[300]",215,31.6352
"UCACnet.owner[301]",210,31.6814
"UCACnet.owner[302]",214,31.6986
"UCACnet.owner[303]",212,31.6338
"UCACnet.owner[304]",208,31.6409
"UCACnet.owner[305]",203,31.6953
"UCACnet.owner[306]",208,31.7262
"UCACnet.owner[307]",215,31.6395
"UCACnet.owner[308]",204,31.6056
"UCACnet.owner[309]",207,31.6904
"UCACnet.owner[310]",212,31.6681
"UCACnet.owner[311]",211,31.6796
"UCACnet.owner[312]",207,31.6859
"UCACnet.owner[313]",206,31.6546
"UCACnet.owner[314]",208,31.6885
"UCACnet.owner[315]",206,31.6396
"UCACnet.owner[316]",215,31.6507
"UCACnet.owner[317]",206,31.5247
"UCACnet.owner[318]",203,31.5928
"UCACnet.owner[319]",209,31.6727
"UCACnet.owner[320]",207,31.7051
"UCACnet.owner[321]",207,31.702
"UCACnet.owner[322]",209,31.7042
"UCACnet.owner[323]",210,31.6966
"UCACnet.owner[324]",210,31.671
"UCACnet.owner[325]",208,31.6117
"UCACnet.owner[326]",207,31.6994
"UCACnet.owner[327]",210,31.7038
"UCACnet.owner[328]",210,31.6824
"UCACnet.owner[329]",209,31.5704
"UCACnet.owner[330]",211,31.6695
"UCACnet.owner[331]",211,31.6222
"UCACnet.owner[332]",207,31.6007
"UCACnet.owner[333]",209,31.7193
"UCACnet.owner[334]",210,31.6709
"UCACnet.owner[335]",206,31.6788
"UCACnet.owner[336]",208,31.7089
"UCACnet.owner[337]",203,31.6751
"UCACnet.owner[338]",204,31.6214
"UCACnet.owner[339]",218,31.6892
"UCACnet.owner[340]",214,31.6914
"UCACnet.owner[341]",210,31.6911
"UCACnet.owner[342]",212,31.6264
"UCACnet.owner[343]",209,31.6333
"UCACnet.owner[344]",211,31.6449
"UCACnet.owner[345]",215,31.6324
"UCACnet.owner[346]",211,31.6041
"UCACnet.owner[347]",213,31.6488
"UCACnet.owner[348]",204,31.6575
"UCACnet.owner[349]",206,31.7084
"UCACnet.owner[350]",210,31.6765
"UCACnet.owner[351]",211,31.6658
"UCACnet.owner[352]",208,31.7266
"UCACnet.owner[353]",208,31.6863
"UCACnet.owner[354]",212,31.6945
"UCACnet.owner[355]",210,31.7053
"UCACnet.owner[356]",219,31.6489
"UCACnet.owner[357]",203,31.7084
"UCACnet.owner[358]",210,31.6523
"UCACnet.owner[359]",204,31.7291
"UCACnet.owner[360]",209,31.6699
"UCACnet.owner[361]",209,31.696
"UCACnet.owner[362]",206,31.7368
"UCACnet.owner[363]",212,31.6315
"UCACnet.owner[364]",210,31.7253
"UCACnet.owner[365]",213,31.7053
"UCACnet.owner[366]",207,31.6331
"UCACnet.owner[367]",205,31.6508
"UCACnet.owner[368]",211,31.6747
"UCACnet.owner[369]",213,31.6787
"UCACnet.owner[370]",211,31.6801
"UCACnet.owner[371]",200,31.7205
"UCACnet.owner[372]",207,31.712
"UCACnet.owner[373]",212,31.6707
"UCACnet.owner[374]",209,31.7187
"UCACnet.owner[375]",215,31.6989
"UCACnet.owner[376]",211,31.7547
"UCACnet.owner[377]",210,31.6614
"UCACnet.owner[378]",212,31.6531
"UCACnet.owner[379]",210,31.7241
"UCACnet.owner[380]",208,31.682
"UCACnet.owner[381]",211,31.6466
"UCACnet.owner[382]",208,31.669
"UCACnet.owner[383]",212,31.6022
"UCACnet.owner[384]",215,31.6622
"UCACnet.owner[385]",208,31.6615
"UCACnet.owner[386]",208,31.6916
"UCACnet.owner[387]",210,31.685
"UCACnet.owner[388]",208,31.688
"UCACnet.owner[389]",207,31.6928
"UCACnet.owner[390]",212,31.6783
"UCACnet.owner[391]",208,31.7171
"UCACnet.owner[392]",203,31.6366
"UCACnet.owner[393]",206,31.6986
"UCACnet.owner[394]",212,31.6789
"UCACnet.owner[395]",210,31.5807
"UCACnet.owner[396]",207,31.6584
"UCACnet.owner[397]",210,31.5985
"UCACnet.owner[398]",215,31.6777
"UCACnet.owner[399]",213,31.7063
"UCACnet.owner[400]",207,31.6569
"UCACnet.owner[401]",212,31.6696
"UCACnet.owner[402]",210,31.7128
"UCACnet.owner[403]",209,31.7215
"UCACnet.owner[404]",205,31.6638
"UCACnet.owner[405]",207,31.6708
"UCACnet.owner[406]",207,31.648
"UCACnet.owner[407]",202,31.6692
"UCACnet.owner[408]",212,31.6057
"UCACnet.owner[409]",206,31.6975
"UCACnet.owner[410]",211,31.6159
"UCACnet.owner[411]",209,31.6687
"UCACnet.owner[412]",213,31.652
"UCACnet.owner[413]",204,31.6544
"UCACnet.owner[414]",211,31.7104
"UCACnet.owner[415]",205,31.7008
"UCACnet.owner[416]",217,31.6854
"UCACnet.owner[417]",206,31.6499
"UCACnet.owner[418]",207,31.6571
"UCACnet.owner[419]",207,31.6887
"UCACnet.owner[420]",212,31.687
"UCACnet.owner[421]",208,31.6965
"UCACnet.owner[422]",208,31.6565
"UCACnet.owner[423]",212,31.7031
"UCACnet.owner[424]",204,31.7331
"UCACnet.owner[425]",212,31.7132
"UCACnet.owner[426]",207,31.6554
"UCACnet.owner[427]",207,31.6507
"UCACnet.owner[428]",209,31.5895
"UCACnet.owner[429]",212,31.6837
"UCACnet.owner[430]",208,31.7072
"UCACnet.owner[431]",206,31.6426
"UCACnet.owner[432]",210,31.6764
"UCACnet.owner[433]",210,31.6851
"UCACnet.owner[434]",207,31.6504
"UCACnet.owner[435]",210,31.6869
"UCACnet.owner[436]",207,31.6887
"UCACnet.owner[437]",203,31.6814
"UCACnet.owner[438]",202,31.6912
"UCACnet.owner[439]",209,31.6807
"UCACnet.owner[440]",214,31.6388
"UCACnet.owner[441]",210,31.5828
"UCACnet.owner[442]",204,31.732
"UCACnet.owner[443]",209,31.7119
"UCACnet.owner[444]",208,31.7023
"UCACnet.owner[445]",208,31.6873
"UCACnet.owner[446]",213,31.7128
"UCACnet.owner[447]",213,31.6722
"UCACnet.owner[448]",209,31.611
"UCACnet.owner[449]",206,31.6935
"UCACnet.owner[450]",208,31.6483
"UCACnet.owner[451]",212,31.6821
"UCACnet.owner[452]",206,31.7134
"UCACnet.owner[453]",210,31.7038
"UCACnet.owner[454]",210,31.5997
"UCACnet.owner[455]",215,31.681
"UCACnet.owner[456]",209,31.6681
"UCACnet.owner[457]",207,31.6555
"UCACnet.owner[458]",206,31.6911
"UCACnet.owner[459]",204,31.7351
"UCACnet.owner[460]",210,31.6604
"UCACnet.owner[461]",215,31.6908
"UCACnet.owner[462]",207,31.6447
"UCACnet.owner[463]",212,31.6851
"UCACnet.owner[464]",213,31.6747
"UCACnet.owner[465]",211,31.667
"UCACnet.owner[466]",210,31.5946
"UCACnet.owner[467]",211,31.6804
"UCACnet.owner[468]",205,31.68
"UCACnet.owner[469]",211,31.6976
"UCACnet.owner[470]",210,31.7158
"UCACnet.owner[471]",209,31.6802
"UCACnet.owner[472]",214,31.667
"UCACnet.owner[473]",205,31.687
"UCACnet.owner[474]",212,31.6887
"UCACnet.owner[475]",205,31.6306
"UCACnet.owner[476]",208,31.6761
"UCACnet.owner[477]",205,31.6308
"UCACnet.owner[478]",212,31.7061
"UCACnet.owner[479]",210,31.73
"UCACnet.owner[480]",212,31.67
"UCACnet.owner[481]",211,31.6879
"UCACnet.owner[482]",212,31.6137
"UCACnet.owner[483]",202,31.644
"UCACnet.owner[484]",208,31.6897
"UCACnet.owner[485]",202,31.6292
"UCACnet.owner[486]",213,31.6219
"UCACnet.owner[487]",208,31.6172
"UCACnet.owner[488]",211,31.6929
"UCACnet.owner[489]",204,31.7254
"UCACnet.owner[490]",207,31.653
"UCACnet.owner[491]",207,31.6931
"UCACnet.owner[492]",210,31.6954
"UCACnet.owner[493]",213,31.7212
"UCACnet.owner[494]",215,31.6382
"UCACnet.owner[495]",208,31.6183
"UCACnet.owner[496]",205,31.5918
"UCACnet.owner[497]",214,31.6551
"UCACnet.owner[498]",214,31.658
"UCACnet.owner[499]",208,31.6432
"Average",208.906,31.6734162
