"File","nocrypt-Owner-700-0.sca",
"UCACnet.owner[342]",202,47.9546
"UCACnet.owner[343]",198,48.0159
"UCACnet.owner[344]",204,47.9766
"UCACnet.owner[345]",206,47.9962
"UCACnet.owner[346]",203,47.8817
"UCACnet.owner[347]",199,47.9481
"UCACnet.owner[348]",198,48.0213
"UCACnet.owner[349]",199,48.013
"UCACnet.owner[350]",194,48.0149
"UCACnet.owner[351]",199,48.0629
"UCACnet.owner[352]",198,48.0025
"UCACnet.owner[353]",192,48.0239
"UCACnet.owner[354]",195,48.0278
"UCACnet.owner[355]",200,48.0167
"UCACnet.owner[356]",196,48.0337
"UCACnet.owner[357]",197,48.0213
"UCACnet.owner[358]",198,47.9153
"UCACnet.owner[359]",202,48.0181
"UCACnet.owner[360]",198,48.0036
"UCACnet.owner[361]",199,48.0296
"UCACnet.owner[362]",199,48.0341
"UCACnet.owner[363]",198,47.918
"UCACnet.owner[364]",200,48.0544
"UCACnet.owner[365]",196,48.0431
"UCACnet.owner[366]",197,47.9804
"UCACnet.owner[367]",197,47.9987
"UCACnet.owner[368]",198,47.9985
"UCACnet.owner[369]",204,48.0006
"UCACnet.owner[370]",201,48.0784
"UCACnet.owner[371]",196,48.0212
"UCACnet.owner[372]",203,48.0759
"UCACnet.owner[373]",202,48.0444
"UCACnet.owner[374]",202,48.014
"UCACnet.owner[375]",196,48.0529
"UCACnet.owner[376]",200,48.0667
"UCACnet.owner[377]",199,48.0262
"UCACnet.owner[378]",199,48.0058
"UCACnet.owner[379]",199,48.0773
"UCACnet.owner[380]",201,48.0091
"UCACnet.owner[381]",204,47.9863
"UCACnet.owner[382]",200,47.9805
"UCACnet.owner[383]",199,47.9667
"UCACnet.owner[384]",201,47.9487
"UCACnet.owner[385]",195,48.0241
"UCACnet.owner[386]",199,48.0028
"UCACnet.owner[387]",198,48.0194
"UCACnet.owner[388]",198,48.0761
"UCACnet.owner[389]",196,47.9694
"UCACnet.owner[390]",200,48.0475
"UCACnet.owner[391]",199,47.9957
"UCACnet.owner[392]",203,47.9934
"UCACnet.owner[393]",202,47.9757
"UCACnet.owner[394]",200,48.003
"UCACnet.owner[395]",199,47.9541
"UCACnet.owner[396]",200,47.8826
"UCACnet.owner[397]",200,47.9443
"UCACnet.owner[398]",196,47.976
"UCACnet.owner[399]",198,47.9987
"UCACnet.owner[400]",197,48.032
"UCACnet.owner[401]",199,48.0136
"UCACnet.owner[402]",197,48.0469
"UCACnet.owner[403]",198,48.0506
"UCACnet.owner[404]",195,48.005
"UCACnet.owner[405]",197,48.0484
"UCACnet.owner[406]",197,47.9756
"UCACnet.owner[407]",197,47.9944
"UCACnet.owner[408]",197,47.8613
"UCACnet.owner[409]",198,48.0274
"UCACnet.owner[410]",202,47.9358
"UCACnet.owner[411]",199,48.0148
"UCACnet.owner[412]",199,48.0634
"UCACnet.owner[413]",197,48.0285
"UCACnet.owner[414]",201,48.0386
"UCACnet.owner[415]",198,48.0238
"UCACnet.owner[416]",198,48.0468
"UCACnet.owner[417]",199,48.0322
"UCACnet.owner[418]",200,48.0437
"UCACnet.owner[419]",197,48.0352
"UCACnet.owner[420]",200,48.0333
"UCACnet.owner[421]",202,47.9951
"UCACnet.owner[422]",195,47.9803
"UCACnet.owner[423]",194,48.0507
"UCACnet.owner[424]",198,48.0276
"UCACnet.owner[425]",196,48.0245
"UCACnet.owner[426]",196,48.0585
"UCACnet.owner[427]",199,47.9661
"UCACnet.owner[428]",203,47.8572
"UCACnet.owner[429]",200,48.018
"UCACnet.owner[430]",204,48.0014
"UCACnet.owner[431]",199,48.0137
"UCACnet.owner[432]",200,48.022
"UCACnet.owner[433]",196,48.0346
"UCACnet.owner[434]",196,48.0738
"UCACnet.owner[435]",194,48.0441
"UCACnet.owner[436]",194,48.0599
"UCACnet.owner[437]",197,47.9833
"UCACnet.owner[438]",199,48.062
"UCACnet.owner[439]",200,48.0268
"UCACnet.owner[440]",198,48.0071
"UCACnet.owner[441]",197,47.8344
"UCACnet.owner[442]",200,48.0163
"UCACnet.owner[443]",198,48.0073
"UCACnet.owner[444]",197,48.0049
"UCACnet.owner[445]",201,47.9919
"UCACnet.owner[446]",198,48.0435
"UCACnet.owner[447]",196,48.0305
"UCACnet.owner[448]",200,47.9273
"UCACnet.owner[449]",203,48.0482
"UCACnet.owner[450]",204,48.0322
"UCACnet.owner[451]",199,48.0268
"UCACnet.owner[452]",195,48.0375
"UCACnet.owner[453]",204,48.0183
"UCACnet.owner[454]",198,48.0266
"UCACnet.owner[455]",201,48.0341
"UCACnet.owner[456]",197,47.9982
"UCACnet.owner[457]",203,48.0043
"UCACnet.owner[458]",201,48.0725
"UCACnet.owner[459]",200,48.0288
"UCACnet.owner[460]",197,47.9799
"UCACnet.owner[461]",198,48.0039
"UCACnet.owner[462]",196,47.9894
"UCACnet.owner[463]",198,48.0345
"UCACnet.owner[464]",198,48.0507
"UCACnet.owner[465]",197,48.0046
"UCACnet.owner[466]",201,47.9308
"UCACnet.owner[467]",200,48.0258
"UCACnet.owner[468]",200,47.9879
"UCACnet.owner[469]",197,47.9645
"UCACnet.owner[470]",201,47.971
"UCACnet.owner[471]",198,48.0575
"UCACnet.owner[472]",198,48.0533
"UCACnet.owner[473]",201,48.0446
"UCACnet.owner[474]",199,48.0437
"UCACnet.owner[475]",197,47.9706
"UCACnet.owner[476]",199,48.0096
"UCACnet.owner[477]",197,47.9562
"UCACnet.owner[478]",198,48.058
"UCACnet.owner[479]",201,48.0171
"UCACnet.owner[480]",197,48.0562
"UCACnet.owner[481]",200,48.0173
"UCACnet.owner[482]",200,47.973
"UCACnet.owner[483]",199,48.0645
"UCACnet.owner[484]",197,48.0675
"UCACnet.owner[485]",203,48.0177
"UCACnet.owner[486]",202,47.9589
"UCACnet.owner[487]",197,47.9762
"UCACnet.owner[488]",198,48.0718
"UCACnet.owner[489]",201,48.0066
"UCACnet.owner[490]",198,48.0174
"UCACnet.owner[491]",197,48.0197
"UCACnet.owner[492]",202,48.0453
"UCACnet.owner[493]",199,48.0331
"UCACnet.owner[494]",202,47.959
"UCACnet.owner[495]",201,47.9518
"UCACnet.owner[496]",199,47.9475
"UCACnet.owner[497]",200,47.9425
"UCACnet.owner[498]",199,48.0787
"UCACnet.owner[499]",195,47.9533
"UCACnet.owner[500]",200,48.0039
"UCACnet.owner[501]",202,48.0868
"UCACnet.owner[502]",196,48.0334
"UCACnet.owner[503]",199,47.9105
"UCACnet.owner[504]",197,48.0437
"UCACnet.owner[505]",202,48.0411
"UCACnet.owner[506]",201,48.0081
"UCACnet.owner[507]",203,47.9911
"UCACnet.owner[508]",203,48.0192
"UCACnet.owner[509]",200,47.9885
"UCACnet.owner[510]",195,47.9517
"UCACnet.owner[511]",201,48.0967
"UCACnet.owner[512]",200,48.0344
"UCACnet.owner[513]",200,48.0156
"UCACnet.owner[514]",197,48.0191
"UCACnet.owner[515]",201,47.9732
"UCACnet.owner[516]",201,47.9856
"UCACnet.owner[517]",198,47.9611
"UCACnet.owner[518]",201,48.0308
"UCACnet.owner[519]",198,48.0074
"UCACnet.owner[520]",202,47.9608
"UCACnet.owner[521]",200,48.0567
"UCACnet.owner[522]",198,47.9714
"UCACnet.owner[523]",194,47.9361
"UCACnet.owner[524]",202,47.8562
"UCACnet.owner[525]",197,48.0522
"UCACnet.owner[526]",200,48.0223
"UCACnet.owner[527]",192,47.8341
"UCACnet.owner[528]",199,48.0581
"UCACnet.owner[529]",198,48.0587
"UCACnet.owner[530]",196,48.0689
"UCACnet.owner[531]",199,47.9664
"UCACnet.owner[532]",199,47.978
"UCACnet.owner[533]",197,48.0476
"UCACnet.owner[534]",201,48.0168
"UCACnet.owner[535]",199,48.0076
"UCACnet.owner[536]",204,47.9301
"UCACnet.owner[537]",200,48.026
"UCACnet.owner[538]",199,48.0115
"UCACnet.owner[539]",200,48.0236
"UCACnet.owner[540]",194,48.0032
"UCACnet.owner[541]",202,48.0557
"UCACnet.owner[542]",197,48.0447
"UCACnet.owner[543]",196,48.0864
"UCACnet.owner[544]",198,48.012
"UCACnet.owner[545]",200,47.9812
"UCACnet.owner[546]",201,48.0152
"UCACnet.owner[547]",200,47.995
"UCACnet.owner[548]",194,47.9581
"UCACnet.owner[549]",200,48.0397
"UCACnet.owner[550]",202,48.0478
"UCACnet.owner[551]",200,48.0329
"UCACnet.owner[552]",200,48.0437
"UCACnet.owner[553]",200,48.0286
"UCACnet.owner[554]",201,48.0595
"UCACnet.owner[555]",198,48.053
"UCACnet.owner[556]",200,48.0264
"UCACnet.owner[557]",199,48.0247
"UCACnet.owner[558]",195,48.0335
"UCACnet.owner[559]",200,47.9905
"UCACnet.owner[560]",198,48.0146
"UCACnet.owner[561]",195,48.0197
"UCACnet.owner[562]",201,48.0288
"UCACnet.owner[563]",200,47.9822
"UCACnet.owner[564]",202,48.0327
"UCACnet.owner[565]",200,48.0703
"UCACnet.owner[566]",197,47.8484
"UCACnet.owner[567]",201,48.0125
"UCACnet.owner[568]",200,47.9803
"UCACnet.owner[569]",199,48.0161
"UCACnet.owner[570]",196,47.9583
"UCACnet.owner[571]",197,48.0146
"UCACnet.owner[572]",198,47.9853
"UCACnet.owner[573]",197,48.0165
"UCACnet.owner[574]",197,48.0278
"UCACnet.owner[575]",198,48.0198
"UCACnet.owner[576]",197,48.002
"UCACnet.owner[577]",201,47.9127
"UCACnet.owner[578]",199,48.0344
"UCACnet.owner[579]",200,48.0029
"UCACnet.owner[580]",198,48.0408
"UCACnet.owner[581]",198,48.0398
"UCACnet.owner[582]",196,48.022
"UCACnet.owner[583]",199,48.0115
"UCACnet.owner[584]",202,48.028
"UCACnet.owner[585]",195,47.9841
"UCACnet.owner[586]",197,47.9845
"UCACnet.owner[587]",197,47.9821
"UCACnet.owner[588]",200,48.0262
"UCACnet.owner[589]",199,47.9965
"UCACnet.owner[590]",199,47.9298
"UCACnet.owner[591]",204,48.0145
"UCACnet.owner[592]",198,47.9605
"UCACnet.owner[593]",197,47.9802
"UCACnet.owner[594]",199,48.013
"UCACnet.owner[595]",199,48.0596
"UCACnet.owner[596]",201,47.9849
"UCACnet.owner[597]",204,47.9636
"UCACnet.owner[598]",199,48.0265
"UCACnet.owner[599]",198,48.0591
"UCACnet.owner[600]",196,48.0335
"UCACnet.owner[601]",202,48.0365
"UCACnet.owner[602]",195,48.0828
"UCACnet.owner[603]",200,48.0027
"UCACnet.owner[604]",205,47.9956
"UCACnet.owner[605]",198,48.0351
"UCACnet.owner[606]",199,47.9314
"UCACnet.owner[607]",197,47.9987
"UCACnet.owner[608]",198,47.9924
"UCACnet.owner[609]",200,48.0528
"UCACnet.owner[610]",197,47.9953
"UCACnet.owner[611]",202,48.0491
"UCACnet.owner[612]",196,47.9247
"UCACnet.owner[613]",201,47.9807
"UCACnet.owner[614]",204,47.9305
"UCACnet.owner[615]",194,47.9663
"UCACnet.owner[616]",200,48.0329
"UCACnet.owner[617]",200,47.8869
"UCACnet.owner[618]",203,47.8501
"UCACnet.owner[619]",202,47.9992
"UCACnet.owner[620]",190,48.0571
"UCACnet.owner[621]",199,48.0162
"UCACnet.owner[622]",202,48.0194
"UCACnet.owner[623]",197,48.0325
"UCACnet.owner[624]",198,47.9922
"UCACnet.owner[625]",202,47.9749
"UCACnet.owner[626]",200,47.9098
"UCACnet.owner[627]",202,48.072
"UCACnet.owner[628]",198,48.0307
"UCACnet.owner[629]",195,48.011
"UCACnet.owner[630]",197,48.0513
"UCACnet.owner[631]",198,48.0269
"UCACnet.owner[632]",198,48.0385
"UCACnet.owner[633]",199,48.0603
"UCACnet.owner[634]",199,47.9988
"UCACnet.owner[635]",198,48.0247
"UCACnet.owner[636]",198,48.0562
"UCACnet.owner[637]",198,48.0615
"UCACnet.owner[638]",201,48.0464
"UCACnet.owner[639]",199,47.922
"UCACnet.owner[640]",199,48.0182
"UCACnet.owner[641]",199,47.9952
"UCACnet.owner[642]",199,47.9433
"UCACnet.owner[643]",201,48.0112
"UCACnet.owner[644]",195,47.9052
"UCACnet.owner[645]",197,48.0505
"UCACnet.owner[646]",200,48.0364
"UCACnet.owner[647]",198,48.0334
"UCACnet.owner[648]",200,48.0048
"UCACnet.owner[649]",199,47.9998
"UCACnet.owner[650]",201,48.0418
"UCACnet.owner[651]",197,48.0146
"UCACnet.owner[652]",199,48.0104
"UCACnet.owner[653]",196,48.0431
"UCACnet.owner[654]",202,48.0051
"UCACnet.owner[655]",199,48.0249
"UCACnet.owner[656]",198,48.0231
"UCACnet.owner[657]",200,48.0276
"UCACnet.owner[658]",196,48.0367
"UCACnet.owner[659]",198,48.0769
"UCACnet.owner[660]",199,47.953
"UCACnet.owner[661]",200,48.007
"UCACnet.owner[662]",200,48.0664
"UCACnet.owner[663]",201,47.9806
"UCACnet.owner[664]",198,47.8866
"UCACnet.owner[665]",196,48.0377
"UCACnet.owner[666]",198,48.0425
"UCACnet.owner[667]",199,47.9886
"UCACnet.owner[668]",201,48.0287
"UCACnet.owner[669]",199,48.0346
"UCACnet.owner[670]",191,48.0673
"UCACnet.owner[671]",204,48.0327
"UCACnet.owner[672]",199,47.9588
"UCACnet.owner[673]",196,47.991
"UCACnet.owner[674]",202,48.0046
"UCACnet.owner[675]",199,47.9603
"UCACnet.owner[676]",198,48.0292
"UCACnet.owner[677]",199,47.8953
"UCACnet.owner[678]",197,47.9913
"UCACnet.owner[679]",202,48.0218
"UCACnet.owner[680]",197,48.0007
"UCACnet.owner[681]",200,47.9796
"UCACnet.owner[682]",199,47.9517
"UCACnet.owner[683]",201,48.0457
"UCACnet.owner[684]",203,48.0329
"UCACnet.owner[685]",198,48.0323
"UCACnet.owner[686]",201,47.954
"UCACnet.owner[687]",199,48.0692
"UCACnet.owner[688]",201,48.0278
"UCACnet.owner[689]",200,48.0292
"UCACnet.owner[690]",202,47.9199
"UCACnet.owner[691]",198,48.001
"UCACnet.owner[692]",197,48.0134
"UCACnet.owner[693]",195,48.0733
"UCACnet.owner[694]",199,48.0209
"UCACnet.owner[695]",197,48.008
"UCACnet.owner[696]",201,48.0296
"UCACnet.owner[697]",199,48.0002
